InventoryId,Store,City,Brand,Description,Size,onHand,Price,endDate
1_HARDERSFIELD_4625,1,HARDERSFIELD,4625,Courvoisier XO Cognac,750mL,7,139.99,2024-12-31
1_HARDERSFIELD_4626,1,HARDERSFIELD,4626,Meukow VS Cognac,750mL,11,14.99,2024-12-31
1_HARDERSFIELD_4628,1,HARDERSFIELD,4628,Martell Cordon Bleu,750mL,10,109.99,2024-12-31
1_HARDERSFIELD_4634,1,HARDERSFIELD,4634,Gold Crown Wh Rum,1.75L,27,10.99,2024-12-31
1_HARDERSFIELD_4652,1,HARDERSFIELD,4652,Hennessy XO Cognac,750mL,10,159.99,2024-12-31
1_HARDERSFIELD_4662,1,HARDERSFIELD,4662,Capt Morgan White Traveler,1.75L,7,19.99,2024-12-31
1_HARDERSFIELD_4664,1,HARDERSFIELD,4664,Hennessy Black Cognac,750mL,11,35.99,2024-12-31
1_HARDERSFIELD_4670,1,HARDERSFIELD,4670,Bacardi Dragon Berry Rum,375mL,8,3.99,2024-12-31
1_HARDERSFIELD_4673,1,HARDERSFIELD,4673,Hennessy VS Cognac,1.75L,13,69.99,2024-12-31
1_HARDERSFIELD_4677,1,HARDERSFIELD,4677,Courvoisier 12 Yr Cognac,750mL,8,44.99,2024-12-31
1_HARDERSFIELD_4678,1,HARDERSFIELD,4678,Courvoisier VS Cognac,750mL,19,22.99,2024-12-31
1_HARDERSFIELD_4679,1,HARDERSFIELD,4679,Courvoisier VS Cognac,375mL,17,11.99,2024-12-31
1_HARDERSFIELD_4682,1,HARDERSFIELD,4682,Courvoisier VSOP Cognac,750mL,10,34.99,2024-12-31
1_HARDERSFIELD_4683,1,HARDERSFIELD,4683,Hennessy VS Cognac,50mL,107,3.99,2024-12-31
1_HARDERSFIELD_4686,1,HARDERSFIELD,4686,Courvoisier VS Cognac,1.75L,39,49.99,2024-12-31
1_HARDERSFIELD_4687,1,HARDERSFIELD,4687,DeLuze VS Cognac,750mL,4,22.99,2024-12-31
1_HARDERSFIELD_4689,1,HARDERSFIELD,4689,Hennessy Privilege VSOP,750mL,15,46.99,2024-12-31
1_HARDERSFIELD_4692,1,HARDERSFIELD,4692,Ron Barcelo Anejo Rum,750mL,14,13.99,2024-12-31
1_HARDERSFIELD_4701,1,HARDERSFIELD,4701,Fabrizia Limoncello,750mL,13,16.99,2024-12-31
1_HARDERSFIELD_4702,1,HARDERSFIELD,4702,Metaxa Amphora,750mL,1,22.99,2024-12-31
1_HARDERSFIELD_4722,1,HARDERSFIELD,4722,Remy Martin VSOP Cognac,750mL,20,34.99,2024-12-31
1_HARDERSFIELD_4724,1,HARDERSFIELD,4724,Patron Citronge Lime Liqueur,750mL,6,20.99,2024-12-31
1_HARDERSFIELD_4732,1,HARDERSFIELD,4732,Remy Martin VSOP Cognac,1.75L,4,84.99,2024-12-31
1_HARDERSFIELD_4734,1,HARDERSFIELD,4734,Capt Morgan Cannon Blast,750mL,32,14.99,2024-12-31
1_HARDERSFIELD_4736,1,HARDERSFIELD,4736,Capt Morgan Spiced Rum,100mL,43,2.99,2024-12-31
1_HARDERSFIELD_4737,1,HARDERSFIELD,4737,St Remy VSOP Authentic Brndy,750mL,8,10.99,2024-12-31
1_HARDERSFIELD_4762,1,HARDERSFIELD,4762,Hartley Brandy VS,750mL,18,6.99,2024-12-31
1_HARDERSFIELD_4764,1,HARDERSFIELD,4764,Flor de Cana Gran Rsv Rum,750mL,14,19.99,2024-12-31
1_HARDERSFIELD_4767,1,HARDERSFIELD,4767,El Jimador Reposado Tequila,1.75L,9,25.99,2024-12-31
1_HARDERSFIELD_4772,1,HARDERSFIELD,4772,Blue Chair Bay Banana Cream,750mL,32,16.99,2024-12-31
1_HARDERSFIELD_4779,1,HARDERSFIELD,4779,Molletto Grappa di Barbera,750mL,6,26.99,2024-12-31
1_HARDERSFIELD_4783,1,HARDERSFIELD,4783,Mr Boston Apricot Brandy,1.75L,17,13.99,2024-12-31
1_HARDERSFIELD_4785,1,HARDERSFIELD,4785,Remy Martin XO Excellence,375mL,11,74.99,2024-12-31
1_HARDERSFIELD_4787,1,HARDERSFIELD,4787,Appleton Special Gold Rum,1.75L,6,19.99,2024-12-31
1_HARDERSFIELD_4796,1,HARDERSFIELD,4796,Caravella Limoncello,750mL,12,16.99,2024-12-31
1_HARDERSFIELD_4798,1,HARDERSFIELD,4798,Sambuca Romana Liqueur,50mL,9,1.99,2024-12-31
1_HARDERSFIELD_4804,1,HARDERSFIELD,4804,Rhum Barbancourt RSV Special,750mL,15,17.99,2024-12-31
1_HARDERSFIELD_4806,1,HARDERSFIELD,4806,Leroux Blackberry Brandy,1.75L,8,14.99,2024-12-31
1_HARDERSFIELD_4817,1,HARDERSFIELD,4817,Skyy Infusions TX Grapefruit,750mL,19,12.99,2024-12-31
1_HARDERSFIELD_4818,1,HARDERSFIELD,4818,Skyy Infusions Pacific Blueb,750mL,14,12.99,2024-12-31
1_HARDERSFIELD_4829,1,HARDERSFIELD,4829,Mr Boston Blackberry Brandy,1.75L,8,13.99,2024-12-31
1_HARDERSFIELD_4858,1,HARDERSFIELD,4858,Kraken Black Spiced Rum 94P,50mL,32,1.99,2024-12-31
1_HARDERSFIELD_4876,1,HARDERSFIELD,4876,Skyy Infusion Tropical Mango,750mL,1,9.99,2024-12-31
1_HARDERSFIELD_4878,1,HARDERSFIELD,4878,Allens Coffee Brandy,750mL,7,6.99,2024-12-31
1_HARDERSFIELD_4882,1,HARDERSFIELD,4882,Arrow Coffee Brandy,750mL,15,6.49,2024-12-31
1_HARDERSFIELD_4884,1,HARDERSFIELD,4884,Bayou Silver Rum,750mL,31,15.99,2024-12-31
1_HARDERSFIELD_4886,1,HARDERSFIELD,4886,St Remy VSOP Authentic Brndy,1.75L,11,21.99,2024-12-31
1_HARDERSFIELD_4890,1,HARDERSFIELD,4890,Skyy Infusion Tropical Mango,50mL,163,0.99,2024-12-31
1_HARDERSFIELD_4896,1,HARDERSFIELD,4896,Hiram Walker Coffee Brandy,1.75L,16,17.99,2024-12-31
1_HARDERSFIELD_4897,1,HARDERSFIELD,4897,Remy Martin VSOP Cognac,50mL,12,4.49,2024-12-31
1_HARDERSFIELD_4898,1,HARDERSFIELD,4898,Mount Gay Extra Old Rum,750mL,8,39.99,2024-12-31
1_HARDERSFIELD_4899,1,HARDERSFIELD,4899,Clement Mahina Coco Liqueur,750mL,2,18.99,2024-12-31
1_HARDERSFIELD_4904,1,HARDERSFIELD,4904,Bayou Spiced Rum,750mL,32,15.99,2024-12-31
1_HARDERSFIELD_4916,1,HARDERSFIELD,4916,Mr Boston Coffee Brandy,1.75L,9,9.99,2024-12-31
1_HARDERSFIELD_4932,1,HARDERSFIELD,4932,Arrow Ginger Brandy,750mL,12,7.99,2024-12-31
1_HARDERSFIELD_4938,1,HARDERSFIELD,4938,Kapali Coffee,750mL,24,8.99,2024-12-31
1_HARDERSFIELD_4939,1,HARDERSFIELD,4939,Kapali Coffee,1.75L,14,15.99,2024-12-31
1_HARDERSFIELD_4942,1,HARDERSFIELD,4942,Cruzan 151 Aged Rum,750mL,9,19.99,2024-12-31
1_HARDERSFIELD_4945,1,HARDERSFIELD,4945,Jacquin Ginger Brandy,750mL,13,9.49,2024-12-31
1_HARDERSFIELD_4959,1,HARDERSFIELD,4959,Bacardi Tangerine,50mL,22,0.99,2024-12-31
1_HARDERSFIELD_4979,1,HARDERSFIELD,4979,Patron Silver Tequila,Liter,39,69.99,2024-12-31
1_HARDERSFIELD_4989,1,HARDERSFIELD,4989,Martell VS Cognac,750mL,4,21.99,2024-12-31
1_HARDERSFIELD_5003,1,HARDERSFIELD,5003,Brinley Shipwreck Coconut Cr,50mL,1,0.99,2024-12-31
1_HARDERSFIELD_5014,1,HARDERSFIELD,5014,Penn Dutch Pumpkin Cr Liquer,750mL,1,6.99,2024-12-31
1_HARDERSFIELD_5018,1,HARDERSFIELD,5018,E&J Apple Brandy,50mL,106,0.99,2024-12-31
1_HARDERSFIELD_5027,1,HARDERSFIELD,5027,99 Apples Schnapps Liqueur,750mL,12,11.99,2024-12-31
1_HARDERSFIELD_5031,1,HARDERSFIELD,5031,DeKuyper Peppermint Schnapp,1.75L,19,14.99,2024-12-31
1_HARDERSFIELD_5033,1,HARDERSFIELD,5033,Fireball Cinnamon Whisky,Liter,51,17.99,2024-12-31
1_HARDERSFIELD_5042,1,HARDERSFIELD,5042,Tequila Rose Liqueur,750mL,18,14.99,2024-12-31
1_HARDERSFIELD_5054,1,HARDERSFIELD,5054,Jagermeister Spice,50mL,16,1.99,2024-12-31
1_HARDERSFIELD_5058,1,HARDERSFIELD,5058,Capt Morgan Long Isl Tea RTD,1.75L,3,17.99,2024-12-31
1_HARDERSFIELD_5060,1,HARDERSFIELD,5060,Dr McGillicuddy's Butterscth,750mL,65,13.99,2024-12-31
1_HARDERSFIELD_5070,1,HARDERSFIELD,5070,Russo Limoncello,750mL,7,25.99,2024-12-31
1_HARDERSFIELD_5075,1,HARDERSFIELD,5075,Tuaca Italian Liqueur,750mL,8,21.99,2024-12-31
1_HARDERSFIELD_5076,1,HARDERSFIELD,5076,M Duffau Napoleon Armagnac,750mL,7,35.99,2024-12-31
1_HARDERSFIELD_5087,1,HARDERSFIELD,5087,Dr McGillicuddy's Peach,750mL,47,13.99,2024-12-31
1_HARDERSFIELD_5090,1,HARDERSFIELD,5090,El Charro Silver Tequila,750mL,8,12.99,2024-12-31
1_HARDERSFIELD_5096,1,HARDERSFIELD,5096,DeKuyper Peachtree Schnapps,750mL,22,10.99,2024-12-31
1_HARDERSFIELD_5101,1,HARDERSFIELD,5101,Dr McGillicuddy's Mentholmnt,750mL,80,13.99,2024-12-31
1_HARDERSFIELD_5102,1,HARDERSFIELD,5102,Brinley Shipwreck Coconut Cr,750mL,16,19.99,2024-12-31
1_HARDERSFIELD_5103,1,HARDERSFIELD,5103,Fireball Cinnamon Whisky,1.75L,66,23.99,2024-12-31
1_HARDERSFIELD_5105,1,HARDERSFIELD,5105,Dr McGillicuddy's Mentholmnt,1.75L,27,19.99,2024-12-31
1_HARDERSFIELD_5107,1,HARDERSFIELD,5107,St Remy XO Napoleon Brandy,750mL,13,14.99,2024-12-31
1_HARDERSFIELD_5109,1,HARDERSFIELD,5109,Dr McGillicuddy's Menth Trav,750mL,19,13.99,2024-12-31
1_HARDERSFIELD_5111,1,HARDERSFIELD,5111,Dr McGillicuddy's Mentholmnt,50mL,137,0.99,2024-12-31
1_HARDERSFIELD_5124,1,HARDERSFIELD,5124,Cointreau Liqueur,1.75L,8,64.99,2024-12-31
1_HARDERSFIELD_5125,1,HARDERSFIELD,5125,DeKuyper Anisette,750mL,27,7.99,2024-12-31
1_HARDERSFIELD_5128,1,HARDERSFIELD,5128,Carolans Irish Cream,750mL,13,11.99,2024-12-31
1_HARDERSFIELD_5130,1,HARDERSFIELD,5130,X Rated Fusion Liqueur,750mL,6,19.99,2024-12-31
1_HARDERSFIELD_5133,1,HARDERSFIELD,5133,E&J Apple Brandy,750mL,10,8.99,2024-12-31
1_HARDERSFIELD_5134,1,HARDERSFIELD,5134,Dr McGillicuddy's Cherry,750mL,48,13.99,2024-12-31
1_HARDERSFIELD_5137,1,HARDERSFIELD,5137,Irish Manor Irish Cream,750mL,17,9.99,2024-12-31
1_HARDERSFIELD_5138,1,HARDERSFIELD,5138,Fireball Cinnamon Whisky,750mL,200,13.99,2024-12-31
1_HARDERSFIELD_5142,1,HARDERSFIELD,5142,Carolans Irish Cream,1.75L,7,22.99,2024-12-31
1_HARDERSFIELD_5146,1,HARDERSFIELD,5146,Pama Pomegranate Liqueur,750mL,7,17.99,2024-12-31
1_HARDERSFIELD_5147,1,HARDERSFIELD,5147,Pallini Limoncello Liqueur,375mL,11,11.99,2024-12-31
1_HARDERSFIELD_5148,1,HARDERSFIELD,5148,St Brendans Irish Cream,1.75L,12,17.99,2024-12-31
1_HARDERSFIELD_5149,1,HARDERSFIELD,5149,Hpnotiq Liqueur,1.75L,2,34.99,2024-12-31
1_HARDERSFIELD_5152,1,HARDERSFIELD,5152,Patron Citronge Mango Liquer,750mL,11,16.49,2024-12-31
1_HARDERSFIELD_5153,1,HARDERSFIELD,5153,Fireball Cinn Whisky Trav,750mL,22,13.99,2024-12-31
1_HARDERSFIELD_5160,1,HARDERSFIELD,5160,Hpnotiq Liqueur,375mL,12,10.99,2024-12-31
1_HARDERSFIELD_5165,1,HARDERSFIELD,5165,Hpnotiq Liqueur,750mL,7,19.99,2024-12-31
1_HARDERSFIELD_5168,1,HARDERSFIELD,5168,Kahlua French Vanilla,750mL,27,18.99,2024-12-31
1_HARDERSFIELD_5170,1,HARDERSFIELD,5170,Dr McGillicuddy's Apple Pie,750mL,66,13.99,2024-12-31
1_HARDERSFIELD_5187,1,HARDERSFIELD,5187,Arrow White Creme de Cacao,750mL,9,7.99,2024-12-31
1_HARDERSFIELD_5191,1,HARDERSFIELD,5191,Fireball Cinnamon Whiskey,375mL,37,9.99,2024-12-31
1_HARDERSFIELD_5192,1,HARDERSFIELD,5192,Kahlua Mocha,750mL,3,18.99,2024-12-31
1_HARDERSFIELD_5195,1,HARDERSFIELD,5195,Jenkins Melon Liqueur,750mL,24,5.99,2024-12-31
1_HARDERSFIELD_5197,1,HARDERSFIELD,5197,Southern Comfort,375mL,40,7.99,2024-12-31
1_HARDERSFIELD_5202,1,HARDERSFIELD,5202,Dr McGillicuddy's Vanilla,750mL,13,13.99,2024-12-31
1_HARDERSFIELD_5205,1,HARDERSFIELD,5205,Don Felix Plata Tequila,750mL,7,33.99,2024-12-31
1_HARDERSFIELD_5212,1,HARDERSFIELD,5212,Margaritaville Silver,1.75L,8,19.99,2024-12-31
1_HARDERSFIELD_5215,1,HARDERSFIELD,5215,TGI Fridays Long Island Iced,1.75L,16,12.99,2024-12-31
1_HARDERSFIELD_5218,1,HARDERSFIELD,5218,Chila Orchata Cinnamon Cream,750mL,22,13.99,2024-12-31
1_HARDERSFIELD_5219,1,HARDERSFIELD,5219,Sambuca Romana Black,750mL,16,19.99,2024-12-31
1_HARDERSFIELD_5221,1,HARDERSFIELD,5221,RumChata Liqueur,375mL,6,10.99,2024-12-31
1_HARDERSFIELD_5228,1,HARDERSFIELD,5228,DeKuyper Wh Cr de Menthe,750mL,10,8.99,2024-12-31
1_HARDERSFIELD_5230,1,HARDERSFIELD,5230,Bacardi Party Drinks Bahama,1.75L,6,15.99,2024-12-31
1_HARDERSFIELD_5232,1,HARDERSFIELD,5232,DeKuyper Buttershots Schnaps,1.75L,24,14.99,2024-12-31
1_HARDERSFIELD_5233,1,HARDERSFIELD,5233,Cointreau Liqueur,375mL,32,19.99,2024-12-31
1_HARDERSFIELD_5242,1,HARDERSFIELD,5242,Cointreau Liqueur,750mL,43,29.99,2024-12-31
1_HARDERSFIELD_5246,1,HARDERSFIELD,5246,Bacardi Party Drinks Zombie,1.75L,8,15.99,2024-12-31
1_HARDERSFIELD_5251,1,HARDERSFIELD,5251,DeKuyper Buttershots Schnpps,50mL,156,0.99,2024-12-31
1_HARDERSFIELD_5253,1,HARDERSFIELD,5253,Kahlua Original Mudslide RTD,1.75L,12,15.99,2024-12-31
1_HARDERSFIELD_5254,1,HARDERSFIELD,5254,DeKuyper Buttershots Schnpps,750mL,28,10.99,2024-12-31
1_HARDERSFIELD_5255,1,HARDERSFIELD,5255,TGI Fridays Ultimte Mudslide,1.75L,15,12.99,2024-12-31
1_HARDERSFIELD_5259,1,HARDERSFIELD,5259,Blue Chair Bay Coconut Rum,750mL,8,16.99,2024-12-31
1_HARDERSFIELD_5270,1,HARDERSFIELD,5270,Southern Comfort,50mL,46,0.99,2024-12-31
1_HARDERSFIELD_5277,1,HARDERSFIELD,5277,Arrow Sloe Gin,750mL,6,7.99,2024-12-31
1_HARDERSFIELD_5285,1,HARDERSFIELD,5285,Jacquin Triple Sec,750mL,10,7.99,2024-12-31
1_HARDERSFIELD_5292,1,HARDERSFIELD,5292,Rumpleminze,750mL,59,17.99,2024-12-31
1_HARDERSFIELD_5296,1,HARDERSFIELD,5296,Southern Comfort 100 Proof,1.75L,47,28.99,2024-12-31
1_HARDERSFIELD_5297,1,HARDERSFIELD,5297,Southern Comfort,750mL,52,13.99,2024-12-31
1_HARDERSFIELD_5298,1,HARDERSFIELD,5298,Southern Comfort 100 Proof,750mL,23,16.99,2024-12-31
1_HARDERSFIELD_5299,1,HARDERSFIELD,5299,Southern Comfort,1.75L,46,19.99,2024-12-31
1_HARDERSFIELD_5308,1,HARDERSFIELD,5308,Paul Masson Red Berry Brandy,50mL,126,0.99,2024-12-31
1_HARDERSFIELD_5311,1,HARDERSFIELD,5311,Amaretto DiSaronno,1.75L,8,34.99,2024-12-31
1_HARDERSFIELD_5312,1,HARDERSFIELD,5312,Amaretto DiSaronno,750mL,78,19.99,2024-12-31
1_HARDERSFIELD_5315,1,HARDERSFIELD,5315,B & B Liqueur Dom,750mL,16,24.99,2024-12-31
1_HARDERSFIELD_5316,1,HARDERSFIELD,5316,Amaretto DiSaronno,50mL,106,2.29,2024-12-31
1_HARDERSFIELD_5317,1,HARDERSFIELD,5317,B & B Liqueur Dom,50mL,26,3.29,2024-12-31
1_HARDERSFIELD_5318,1,HARDERSFIELD,5318,Benedictine Liqueur Dom,750mL,22,28.99,2024-12-31
1_HARDERSFIELD_5330,1,HARDERSFIELD,5330,Kahlua White Russian RTD,1.75L,8,15.99,2024-12-31
1_HARDERSFIELD_5333,1,HARDERSFIELD,5333,Jenkins Amaretto,1.75L,17,10.99,2024-12-31
1_HARDERSFIELD_5334,1,HARDERSFIELD,5334,Kahlua Especial,750mL,16,22.99,2024-12-31
1_HARDERSFIELD_5337,1,HARDERSFIELD,5337,Drambuie,750mL,48,26.99,2024-12-31
1_HARDERSFIELD_5339,1,HARDERSFIELD,5339,Drambuie,50mL,7,2.79,2024-12-31
1_HARDERSFIELD_5342,1,HARDERSFIELD,5342,Grand Marnier,750mL,53,27.99,2024-12-31
1_HARDERSFIELD_5346,1,HARDERSFIELD,5346,Green Chartreuse Liqueur,750mL,10,49.99,2024-12-31
1_HARDERSFIELD_5348,1,HARDERSFIELD,5348,St Brendans Irish Cream,750mL,18,10.99,2024-12-31
1_HARDERSFIELD_5353,1,HARDERSFIELD,5353,Grand Marnier,375mL,32,18.99,2024-12-31
1_HARDERSFIELD_5356,1,HARDERSFIELD,5356,Kahlua,375mL,19,9.99,2024-12-31
1_HARDERSFIELD_5358,1,HARDERSFIELD,5358,Irish Mist Honey Liqueur,750mL,7,25.99,2024-12-31
1_HARDERSFIELD_5359,1,HARDERSFIELD,5359,Distroya Spiced Liqueur,750mL,15,17.99,2024-12-31
1_HARDERSFIELD_5364,1,HARDERSFIELD,5364,Kahlua,1.75L,97,29.99,2024-12-31
1_HARDERSFIELD_5365,1,HARDERSFIELD,5365,Kahlua,750mL,107,18.99,2024-12-31
1_HARDERSFIELD_5367,1,HARDERSFIELD,5367,Sambuca di Amore,750mL,29,9.99,2024-12-31
1_HARDERSFIELD_5368,1,HARDERSFIELD,5368,Midori Melon Liqueur,750mL,24,21.99,2024-12-31
1_HARDERSFIELD_5375,1,HARDERSFIELD,5375,Petrone Limoncello,750mL,11,19.99,2024-12-31
1_HARDERSFIELD_5378,1,HARDERSFIELD,5378,Galliano L'Autentico Liqueur,750mL,5,25.99,2024-12-31
1_HARDERSFIELD_5381,1,HARDERSFIELD,5381,E&J Peach Brandy,50mL,0,0.99,2024-12-31
1_HARDERSFIELD_5382,1,HARDERSFIELD,5382,Ice 101 Peppermint Schnapps,750mL,12,11.99,2024-12-31
1_HARDERSFIELD_5391,1,HARDERSFIELD,5391,Kamora Coffee,1.75L,29,15.99,2024-12-31
1_HARDERSFIELD_5392,1,HARDERSFIELD,5392,Goldschlager Cinnamon Schnps,750mL,47,17.99,2024-12-31
1_HARDERSFIELD_5394,1,HARDERSFIELD,5394,Goldschlager Cinnamon Schnap,375mL,24,10.99,2024-12-31
1_HARDERSFIELD_5395,1,HARDERSFIELD,5395,Kahlua Chili Chocolate,750mL,9,18.99,2024-12-31
1_HARDERSFIELD_5396,1,HARDERSFIELD,5396,Tia Maria Coffee Liqueur,750mL,4,16.99,2024-12-31
1_HARDERSFIELD_5399,1,HARDERSFIELD,5399,Goldschlager Cinnamon Schna,50mL,163,1.99,2024-12-31
1_HARDERSFIELD_5401,1,HARDERSFIELD,5401,Jagermeister Liqueur,200mL,67,4.99,2024-12-31
1_HARDERSFIELD_5403,1,HARDERSFIELD,5403,Amaretto di Amore,750mL,18,9.99,2024-12-31
1_HARDERSFIELD_5404,1,HARDERSFIELD,5404,E & J Superior Rsv VSOP,375mL,28,5.49,2024-12-31
1_HARDERSFIELD_5410,1,HARDERSFIELD,5410,Raspberry di Amore,750mL,20,7.99,2024-12-31
1_HARDERSFIELD_5415,1,HARDERSFIELD,5415,Amaretto di Amore,1.75L,13,13.99,2024-12-31
1_HARDERSFIELD_5438,1,HARDERSFIELD,5438,Emmets Irish Cream,750mL,17,9.99,2024-12-31
1_HARDERSFIELD_5440,1,HARDERSFIELD,5440,Jagermeister Liqueur,1.75L,56,31.99,2024-12-31
1_HARDERSFIELD_5444,1,HARDERSFIELD,5444,E & J Superior RSV VSOP,1.75L,14,19.99,2024-12-31
1_HARDERSFIELD_5445,1,HARDERSFIELD,5445,Jagermeister Liqueur,750mL,84,14.99,2024-12-31
1_HARDERSFIELD_5447,1,HARDERSFIELD,5447,Jagermeister Liqueur,375mL,21,9.99,2024-12-31
1_HARDERSFIELD_5452,1,HARDERSFIELD,5452,Bauchant XO Apple,750mL,0,11.99,2024-12-31
1_HARDERSFIELD_5457,1,HARDERSFIELD,5457,After Shock Hot & Cool Cinmn,50mL,7,1.99,2024-12-31
1_HARDERSFIELD_5458,1,HARDERSFIELD,5458,After Shock Hot & Cool Cinmn,750mL,8,15.99,2024-12-31
1_HARDERSFIELD_5462,1,HARDERSFIELD,5462,Barenjager Honey Liqueur,750mL,9,18.99,2024-12-31
1_HARDERSFIELD_5468,1,HARDERSFIELD,5468,Hine Rare VSOP,750mL,4,59.99,2024-12-31
1_HARDERSFIELD_5480,1,HARDERSFIELD,5480,E & J Superior RSV VSOP,750mL,24,10.99,2024-12-31
1_HARDERSFIELD_5489,1,HARDERSFIELD,5489,DeKuyper Hot Damn Cinnamon,750mL,15,10.99,2024-12-31
1_HARDERSFIELD_5490,1,HARDERSFIELD,5490,DeKuyper Hot Damn Cinnamon,50mL,121,0.99,2024-12-31
1_HARDERSFIELD_5491,1,HARDERSFIELD,5491,Rumpleminze,50mL,127,1.99,2024-12-31
1_HARDERSFIELD_5502,1,HARDERSFIELD,5502,RumChata Liqueur,50mL,238,0.99,2024-12-31
1_HARDERSFIELD_5505,1,HARDERSFIELD,5505,Pallini Limoncello Liqueur,750mL,30,18.99,2024-12-31
1_HARDERSFIELD_5525,1,HARDERSFIELD,5525,Fernet-Branca Italian Liquer,750mL,7,24.99,2024-12-31
1_HARDERSFIELD_5536,1,HARDERSFIELD,5536,St Brendans Irish Cream,50mL,102,1.49,2024-12-31
1_HARDERSFIELD_5539,1,HARDERSFIELD,5539,DeKuyper Hot Damn 100*,750mL,23,10.99,2024-12-31
1_HARDERSFIELD_5560,1,HARDERSFIELD,5560,Bacardi Mojito Cocktail,1.75L,7,18.99,2024-12-31
1_HARDERSFIELD_5566,1,HARDERSFIELD,5566,Grind Espresso Shot,750mL,4,14.99,2024-12-31
1_HARDERSFIELD_5587,1,HARDERSFIELD,5587,Jose Cuervo Golden Margarita,1.75L,11,18.99,2024-12-31
1_HARDERSFIELD_5597,1,HARDERSFIELD,5597,DeKuyper Watermelon Pucker,750mL,16,9.99,2024-12-31
1_HARDERSFIELD_5616,1,HARDERSFIELD,5616,Emmets Irish Cream,1.75L,14,19.99,2024-12-31
1_HARDERSFIELD_5626,1,HARDERSFIELD,5626,Baja Luna Black Raspberry,750mL,21,9.99,2024-12-31
1_HARDERSFIELD_5627,1,HARDERSFIELD,5627,Flag Hill Sugar Maple Liquer,375mL,3,18.99,2024-12-31
1_HARDERSFIELD_5628,1,HARDERSFIELD,5628,Baja Rosa Strawberry Liqueur,750mL,12,9.99,2024-12-31
1_HARDERSFIELD_5630,1,HARDERSFIELD,5630,Cabin Fever Maple Liqueur,750mL,0,19.99,2024-12-31
1_HARDERSFIELD_5633,1,HARDERSFIELD,5633,Flag Hill Cranberry Liqueur,375mL,22,14.99,2024-12-31
1_HARDERSFIELD_5640,1,HARDERSFIELD,5640,Metcalf's Blueberry Liqueur,375mL,6,16.99,2024-12-31
1_HARDERSFIELD_5641,1,HARDERSFIELD,5641,Flag Hill Raspberry Liqueur,375mL,15,14.99,2024-12-31
1_HARDERSFIELD_5644,1,HARDERSFIELD,5644,Metcalf's Raspberry Liqueur,375mL,0,16.99,2024-12-31
1_HARDERSFIELD_5655,1,HARDERSFIELD,5655,Jose Cuervo Lite Wh Peach,1.75L,9,16.99,2024-12-31
1_HARDERSFIELD_5656,1,HARDERSFIELD,5656,Cabin Fever Maple Liqueur,50mL,1,1.49,2024-12-31
1_HARDERSFIELD_5661,1,HARDERSFIELD,5661,Dr McGillicuddy's Root Beer,750mL,79,13.99,2024-12-31
1_HARDERSFIELD_5662,1,HARDERSFIELD,5662,Skinnygirl W Peach Margarita,750mL,10,10.99,2024-12-31
1_HARDERSFIELD_5667,1,HARDERSFIELD,5667,Skinnygirl Spicy Lime RTD,750mL,8,10.99,2024-12-31
1_HARDERSFIELD_5668,1,HARDERSFIELD,5668,Dr McGillicuddy's Grape,750mL,49,13.99,2024-12-31
1_HARDERSFIELD_5669,1,HARDERSFIELD,5669,Fabrizia Blood Orange,750mL,6,16.99,2024-12-31
1_HARDERSFIELD_5676,1,HARDERSFIELD,5676,Kinky Liqueur,50mL,72,1.99,2024-12-31
1_HARDERSFIELD_5680,1,HARDERSFIELD,5680,Barenjager Honey Liqueur,50mL,0,1.99,2024-12-31
1_HARDERSFIELD_5681,1,HARDERSFIELD,5681,Josiah Bartlett Apple Brandy,750mL,4,32.99,2024-12-31
1_HARDERSFIELD_5688,1,HARDERSFIELD,5688,P & J Cold Soaked Peaches,375mL,5,13.99,2024-12-31
1_HARDERSFIELD_5689,1,HARDERSFIELD,5689,Villa Massa Limoncello,750mL,6,16.99,2024-12-31
1_HARDERSFIELD_5691,1,HARDERSFIELD,5691,P & J Cold Soaked Pineapples,375mL,6,13.99,2024-12-31
1_HARDERSFIELD_5693,1,HARDERSFIELD,5693,P & J Cold Soaked Berries,375mL,3,13.99,2024-12-31
1_HARDERSFIELD_5694,1,HARDERSFIELD,5694,Ice Box Mudslide,1.75L,0,9.99,2024-12-31
1_HARDERSFIELD_5696,1,HARDERSFIELD,5696,Midori Melon Liqueur,375mL,4,10.99,2024-12-31
1_HARDERSFIELD_5697,1,HARDERSFIELD,5697,Metcalfe's Maple Liqueur,750mL,5,19.99,2024-12-31
1_HARDERSFIELD_5702,1,HARDERSFIELD,5702,Art In The Age Root Liqueur,750mL,8,29.99,2024-12-31
1_HARDERSFIELD_5705,1,HARDERSFIELD,5705,Bauchant Orange Liqueur,750mL,6,19.99,2024-12-31
1_HARDERSFIELD_5706,1,HARDERSFIELD,5706,Gr Marnier Raspberry Peach,750mL,22,27.99,2024-12-31
1_HARDERSFIELD_5707,1,HARDERSFIELD,5707,Art in the Age Rhubarb Tea,750mL,4,32.99,2024-12-31
1_HARDERSFIELD_5708,1,HARDERSFIELD,5708,Dr McGillicuddy's Root Beer,50mL,36,0.99,2024-12-31
1_HARDERSFIELD_5713,1,HARDERSFIELD,5713,DeKuyper Sour Apple Pucker,1.75L,12,16.99,2024-12-31
